platform,series_ticker,series_title,market_ticker,market_title,status,close_time,rules_text,series_metadata
kalshi,KXGOVTSHUTLENGTH,How long will the next government shutdown last?,KXGOVTSHUTLENGTH-26FEB07-G100,"Will the US government be shut down for at least 100 days between Feb 7, 2026 and Dec 31, 2026?",active,2027-01-01T15:00:00Z,"If the duration of the first US federal government shutdown between Feb 7, 2026 and Dec 31, 2026 due to a lapse of appropriations is at least 100 days, then the market resolves to Yes.
A shutdown is defined as the government's orderly suspension of agency work that is not legally excepted, typically accompanied by furloughing the employees who perform that work, when funding is unavailable.

**Shutdown status is recorded at 10:00 AM ET each day. Partial shutdowns are included. A shutdown lasting ""at least X days"" requires the shutdown to be in effect at 10:00 AM ET on X+1 consecutive days.** For example, if a shutdown is first in effect at 10:00 AM ET on October 1, 2026, and remains in effect at 10:00 AM ET on October 2, 2026, the shutdown has lasted at least 1 day.

Examples that would count toward the shutdown day count:

- OMB releases a formal directive that orders heads of the affected agencies to ""execute plans for an orderly shutdown,"" which is in effect as of 10:00 AM ET on the relevant date
- OPM posts a current operating status that indicates that ""due to a partial lapse in appropriations, Federal Government operations vary by agency""
- During an ongoing shutdown, OPM posts a status referencing an Executive Order excusing employees for a holiday, but does not indicate the government has resumed normal operations

Examples that would NOT count toward the shutdown day count:

- A technical lapse in appropriations occurs, but OMB directs agencies to continue standard operations
- Government closures or operating status changes resulting exclusively from Federal holidays, inclement weather, or other emergencies, unless such closures coincide with a shutdown due to a lapse in appropriations","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/GOVTSHUTLENGTH.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/GOVTSHUTLENGTH.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-07T19:40:38.912793Z', 'product_metadata': {'important_info': None}, 'settlement_sources': [{'name': 'Office of Management and Budget', 'url': 'https://www.whitehouse.gov/omb/'}, {'name': 'United States Office of Personnel Management', 'url': 'https://www.opm.gov/policy-data-oversight/snow-dismissal-procedures/current-status/'}], 'tags': ['Congress'], 'ticker': 'KXGOVTSHUTLENGTH', 'title': 'How long will the next government shutdown last?'}}"
kalshi,KXGOVTSHUTLENGTH,How long will the next government shutdown last?,KXGOVTSHUTLENGTH-26FEB07-G80,"Will the US government be shut down for at least 80 days between Feb 7, 2026 and Dec 31, 2026?",active,2027-01-01T15:00:00Z,"If the duration of the first US federal government shutdown between Feb 7, 2026 and Dec 31, 2026 due to a lapse of appropriations is at least 80 days, then the market resolves to Yes.
A shutdown is defined as the government's orderly suspension of agency work that is not legally excepted, typically accompanied by furloughing the employees who perform that work, when funding is unavailable.

**Shutdown status is recorded at 10:00 AM ET each day. Partial shutdowns are included. A shutdown lasting ""at least X days"" requires the shutdown to be in effect at 10:00 AM ET on X+1 consecutive days.** For example, if a shutdown is first in effect at 10:00 AM ET on October 1, 2026, and remains in effect at 10:00 AM ET on October 2, 2026, the shutdown has lasted at least 1 day.

Examples that would count toward the shutdown day count:

- OMB releases a formal directive that orders heads of the affected agencies to ""execute plans for an orderly shutdown,"" which is in effect as of 10:00 AM ET on the relevant date
- OPM posts a current operating status that indicates that ""due to a partial lapse in appropriations, Federal Government operations vary by agency""
- During an ongoing shutdown, OPM posts a status referencing an Executive Order excusing employees for a holiday, but does not indicate the government has resumed normal operations

Examples that would NOT count toward the shutdown day count:

- A technical lapse in appropriations occurs, but OMB directs agencies to continue standard operations
- Government closures or operating status changes resulting exclusively from Federal holidays, inclement weather, or other emergencies, unless such closures coincide with a shutdown due to a lapse in appropriations","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/GOVTSHUTLENGTH.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/GOVTSHUTLENGTH.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-07T19:40:38.912793Z', 'product_metadata': {'important_info': None}, 'settlement_sources': [{'name': 'Office of Management and Budget', 'url': 'https://www.whitehouse.gov/omb/'}, {'name': 'United States Office of Personnel Management', 'url': 'https://www.opm.gov/policy-data-oversight/snow-dismissal-procedures/current-status/'}], 'tags': ['Congress'], 'ticker': 'KXGOVTSHUTLENGTH', 'title': 'How long will the next government shutdown last?'}}"
kalshi,KXGOVTSHUTLENGTH,How long will the next government shutdown last?,KXGOVTSHUTLENGTH-26FEB07-G70,"Will the US government be shut down for at least 70 days between Feb 7, 2026 and Dec 31, 2026?",active,2027-01-01T15:00:00Z,"If the duration of the first US federal government shutdown between Feb 7, 2026 and Dec 31, 2026 due to a lapse of appropriations is at least 70 days, then the market resolves to Yes.
A shutdown is defined as the government's orderly suspension of agency work that is not legally excepted, typically accompanied by furloughing the employees who perform that work, when funding is unavailable.

**Shutdown status is recorded at 10:00 AM ET each day. Partial shutdowns are included. A shutdown lasting ""at least X days"" requires the shutdown to be in effect at 10:00 AM ET on X+1 consecutive days.** For example, if a shutdown is first in effect at 10:00 AM ET on October 1, 2026, and remains in effect at 10:00 AM ET on October 2, 2026, the shutdown has lasted at least 1 day.

Examples that would count toward the shutdown day count:

- OMB releases a formal directive that orders heads of the affected agencies to ""execute plans for an orderly shutdown,"" which is in effect as of 10:00 AM ET on the relevant date
- OPM posts a current operating status that indicates that ""due to a partial lapse in appropriations, Federal Government operations vary by agency""
- During an ongoing shutdown, OPM posts a status referencing an Executive Order excusing employees for a holiday, but does not indicate the government has resumed normal operations

Examples that would NOT count toward the shutdown day count:

- A technical lapse in appropriations occurs, but OMB directs agencies to continue standard operations
- Government closures or operating status changes resulting exclusively from Federal holidays, inclement weather, or other emergencies, unless such closures coincide with a shutdown due to a lapse in appropriations","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/GOVTSHUTLENGTH.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/GOVTSHUTLENGTH.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-07T19:40:38.912793Z', 'product_metadata': {'important_info': None}, 'settlement_sources': [{'name': 'Office of Management and Budget', 'url': 'https://www.whitehouse.gov/omb/'}, {'name': 'United States Office of Personnel Management', 'url': 'https://www.opm.gov/policy-data-oversight/snow-dismissal-procedures/current-status/'}], 'tags': ['Congress'], 'ticker': 'KXGOVTSHUTLENGTH', 'title': 'How long will the next government shutdown last?'}}"
kalshi,KXGOVTSHUTLENGTH,How long will the next government shutdown last?,KXGOVTSHUTLENGTH-26FEB07-G55,"Will the US government be shut down for at least 55 days between Feb 7, 2026 and Dec 31, 2026?",active,2027-01-01T15:00:00Z,"If the duration of the first US federal government shutdown between Feb 7, 2026 and Dec 31, 2026 due to a lapse of appropriations is at least 55 days, then the market resolves to Yes.
A shutdown is defined as the government's orderly suspension of agency work that is not legally excepted, typically accompanied by furloughing the employees who perform that work, when funding is unavailable.

**Shutdown status is recorded at 10:00 AM ET each day. Partial shutdowns are included. A shutdown lasting ""at least X days"" requires the shutdown to be in effect at 10:00 AM ET on X+1 consecutive days.** For example, if a shutdown is first in effect at 10:00 AM ET on October 1, 2026, and remains in effect at 10:00 AM ET on October 2, 2026, the shutdown has lasted at least 1 day.

Examples that would count toward the shutdown day count:

- OMB releases a formal directive that orders heads of the affected agencies to ""execute plans for an orderly shutdown,"" which is in effect as of 10:00 AM ET on the relevant date
- OPM posts a current operating status that indicates that ""due to a partial lapse in appropriations, Federal Government operations vary by agency""
- During an ongoing shutdown, OPM posts a status referencing an Executive Order excusing employees for a holiday, but does not indicate the government has resumed normal operations

Examples that would NOT count toward the shutdown day count:

- A technical lapse in appropriations occurs, but OMB directs agencies to continue standard operations
- Government closures or operating status changes resulting exclusively from Federal holidays, inclement weather, or other emergencies, unless such closures coincide with a shutdown due to a lapse in appropriations","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/GOVTSHUTLENGTH.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/GOVTSHUTLENGTH.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-07T19:40:38.912793Z', 'product_metadata': {'important_info': None}, 'settlement_sources': [{'name': 'Office of Management and Budget', 'url': 'https://www.whitehouse.gov/omb/'}, {'name': 'United States Office of Personnel Management', 'url': 'https://www.opm.gov/policy-data-oversight/snow-dismissal-procedures/current-status/'}], 'tags': ['Congress'], 'ticker': 'KXGOVTSHUTLENGTH', 'title': 'How long will the next government shutdown last?'}}"
kalshi,KXGOVTSHUTLENGTH,How long will the next government shutdown last?,KXGOVTSHUTLENGTH-26FEB07-G45,"Will the US government be shut down for at least 45 days between Feb 7, 2026 and Dec 31, 2026?",active,2027-01-01T15:00:00Z,"If the duration of the first US federal government shutdown between Feb 7, 2026 and Dec 31, 2026 due to a lapse of appropriations is at least 45 days, then the market resolves to Yes.
A shutdown is defined as the government's orderly suspension of agency work that is not legally excepted, typically accompanied by furloughing the employees who perform that work, when funding is unavailable.

**Shutdown status is recorded at 10:00 AM ET each day. Partial shutdowns are included. A shutdown lasting ""at least X days"" requires the shutdown to be in effect at 10:00 AM ET on X+1 consecutive days.** For example, if a shutdown is first in effect at 10:00 AM ET on October 1, 2026, and remains in effect at 10:00 AM ET on October 2, 2026, the shutdown has lasted at least 1 day.

Examples that would count toward the shutdown day count:

- OMB releases a formal directive that orders heads of the affected agencies to ""execute plans for an orderly shutdown,"" which is in effect as of 10:00 AM ET on the relevant date
- OPM posts a current operating status that indicates that ""due to a partial lapse in appropriations, Federal Government operations vary by agency""
- During an ongoing shutdown, OPM posts a status referencing an Executive Order excusing employees for a holiday, but does not indicate the government has resumed normal operations

Examples that would NOT count toward the shutdown day count:

- A technical lapse in appropriations occurs, but OMB directs agencies to continue standard operations
- Government closures or operating status changes resulting exclusively from Federal holidays, inclement weather, or other emergencies, unless such closures coincide with a shutdown due to a lapse in appropriations","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/GOVTSHUTLENGTH.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/GOVTSHUTLENGTH.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-07T19:40:38.912793Z', 'product_metadata': {'important_info': None}, 'settlement_sources': [{'name': 'Office of Management and Budget', 'url': 'https://www.whitehouse.gov/omb/'}, {'name': 'United States Office of Personnel Management', 'url': 'https://www.opm.gov/policy-data-oversight/snow-dismissal-procedures/current-status/'}], 'tags': ['Congress'], 'ticker': 'KXGOVTSHUTLENGTH', 'title': 'How long will the next government shutdown last?'}}"
kalshi,KXGOVTSHUTLENGTH,How long will the next government shutdown last?,KXGOVTSHUTLENGTH-26FEB07-G43,"Will the US government be shut down for at least 43 days between Feb 7, 2026 and Dec 31, 2026?",active,2027-01-01T15:00:00Z,"If the duration of the first US federal government shutdown between Feb 7, 2026 and Dec 31, 2026 due to a lapse of appropriations is at least 43 days, then the market resolves to Yes.
A shutdown is defined as the government's orderly suspension of agency work that is not legally excepted, typically accompanied by furloughing the employees who perform that work, when funding is unavailable.

**Shutdown status is recorded at 10:00 AM ET each day. Partial shutdowns are included. A shutdown lasting ""at least X days"" requires the shutdown to be in effect at 10:00 AM ET on X+1 consecutive days.** For example, if a shutdown is first in effect at 10:00 AM ET on October 1, 2026, and remains in effect at 10:00 AM ET on October 2, 2026, the shutdown has lasted at least 1 day.

Examples that would count toward the shutdown day count:

- OMB releases a formal directive that orders heads of the affected agencies to ""execute plans for an orderly shutdown,"" which is in effect as of 10:00 AM ET on the relevant date
- OPM posts a current operating status that indicates that ""due to a partial lapse in appropriations, Federal Government operations vary by agency""
- During an ongoing shutdown, OPM posts a status referencing an Executive Order excusing employees for a holiday, but does not indicate the government has resumed normal operations

Examples that would NOT count toward the shutdown day count:

- A technical lapse in appropriations occurs, but OMB directs agencies to continue standard operations
- Government closures or operating status changes resulting exclusively from Federal holidays, inclement weather, or other emergencies, unless such closures coincide with a shutdown due to a lapse in appropriations","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/GOVTSHUTLENGTH.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/GOVTSHUTLENGTH.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-07T19:40:38.912793Z', 'product_metadata': {'important_info': None}, 'settlement_sources': [{'name': 'Office of Management and Budget', 'url': 'https://www.whitehouse.gov/omb/'}, {'name': 'United States Office of Personnel Management', 'url': 'https://www.opm.gov/policy-data-oversight/snow-dismissal-procedures/current-status/'}], 'tags': ['Congress'], 'ticker': 'KXGOVTSHUTLENGTH', 'title': 'How long will the next government shutdown last?'}}"
kalshi,KXGOVTSHUTLENGTH,How long will the next government shutdown last?,KXGOVTSHUTLENGTH-26FEB07-G90,"Will the US government be shut down for at least 90 days between Feb 7, 2026 and Dec 31, 2026?",active,2027-01-01T15:00:00Z,"If the duration of the first US federal government shutdown between Feb 7, 2026 and Dec 31, 2026 due to a lapse of appropriations is at least 90 days, then the market resolves to Yes.
A shutdown is defined as the government's orderly suspension of agency work that is not legally excepted, typically accompanied by furloughing the employees who perform that work, when funding is unavailable.

**Shutdown status is recorded at 10:00 AM ET each day. Partial shutdowns are included. A shutdown lasting ""at least X days"" requires the shutdown to be in effect at 10:00 AM ET on X+1 consecutive days.** For example, if a shutdown is first in effect at 10:00 AM ET on October 1, 2026, and remains in effect at 10:00 AM ET on October 2, 2026, the shutdown has lasted at least 1 day.

Examples that would count toward the shutdown day count:

- OMB releases a formal directive that orders heads of the affected agencies to ""execute plans for an orderly shutdown,"" which is in effect as of 10:00 AM ET on the relevant date
- OPM posts a current operating status that indicates that ""due to a partial lapse in appropriations, Federal Government operations vary by agency""
- During an ongoing shutdown, OPM posts a status referencing an Executive Order excusing employees for a holiday, but does not indicate the government has resumed normal operations

Examples that would NOT count toward the shutdown day count:

- A technical lapse in appropriations occurs, but OMB directs agencies to continue standard operations
- Government closures or operating status changes resulting exclusively from Federal holidays, inclement weather, or other emergencies, unless such closures coincide with a shutdown due to a lapse in appropriations","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/GOVTSHUTLENGTH.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/GOVTSHUTLENGTH.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-07T19:40:38.912793Z', 'product_metadata': {'important_info': None}, 'settlement_sources': [{'name': 'Office of Management and Budget', 'url': 'https://www.whitehouse.gov/omb/'}, {'name': 'United States Office of Personnel Management', 'url': 'https://www.opm.gov/policy-data-oversight/snow-dismissal-procedures/current-status/'}], 'tags': ['Congress'], 'ticker': 'KXGOVTSHUTLENGTH', 'title': 'How long will the next government shutdown last?'}}"
kalshi,KXGOVTSHUTLENGTH,How long will the next government shutdown last?,KXGOVTSHUTLENGTH-26FEB07-G60,"Will the US government be shut down for at least 60 days between Feb 7, 2026 and Dec 31, 2026?",active,2027-01-01T15:00:00Z,"If the duration of the first US federal government shutdown between Feb 7, 2026 and Dec 31, 2026 due to a lapse of appropriations is at least 60 days, then the market resolves to Yes.
A shutdown is defined as the government's orderly suspension of agency work that is not legally excepted, typically accompanied by furloughing the employees who perform that work, when funding is unavailable.

**Shutdown status is recorded at 10:00 AM ET each day. Partial shutdowns are included. A shutdown lasting ""at least X days"" requires the shutdown to be in effect at 10:00 AM ET on X+1 consecutive days.** For example, if a shutdown is first in effect at 10:00 AM ET on October 1, 2026, and remains in effect at 10:00 AM ET on October 2, 2026, the shutdown has lasted at least 1 day.

Examples that would count toward the shutdown day count:

- OMB releases a formal directive that orders heads of the affected agencies to ""execute plans for an orderly shutdown,"" which is in effect as of 10:00 AM ET on the relevant date
- OPM posts a current operating status that indicates that ""due to a partial lapse in appropriations, Federal Government operations vary by agency""
- During an ongoing shutdown, OPM posts a status referencing an Executive Order excusing employees for a holiday, but does not indicate the government has resumed normal operations

Examples that would NOT count toward the shutdown day count:

- A technical lapse in appropriations occurs, but OMB directs agencies to continue standard operations
- Government closures or operating status changes resulting exclusively from Federal holidays, inclement weather, or other emergencies, unless such closures coincide with a shutdown due to a lapse in appropriations","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/GOVTSHUTLENGTH.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/GOVTSHUTLENGTH.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-07T19:40:38.912793Z', 'product_metadata': {'important_info': None}, 'settlement_sources': [{'name': 'Office of Management and Budget', 'url': 'https://www.whitehouse.gov/omb/'}, {'name': 'United States Office of Personnel Management', 'url': 'https://www.opm.gov/policy-data-oversight/snow-dismissal-procedures/current-status/'}], 'tags': ['Congress'], 'ticker': 'KXGOVTSHUTLENGTH', 'title': 'How long will the next government shutdown last?'}}"
kalshi,KXGOVTSHUTLENGTH,How long will the next government shutdown last?,KXGOVTSHUTLENGTH-26FEB07-G50,"Will the US government be shut down for at least 50 days between Feb 7, 2026 and Dec 31, 2026?",active,2027-01-01T15:00:00Z,"If the duration of the first US federal government shutdown between Feb 7, 2026 and Dec 31, 2026 due to a lapse of appropriations is at least 50 days, then the market resolves to Yes.
A shutdown is defined as the government's orderly suspension of agency work that is not legally excepted, typically accompanied by furloughing the employees who perform that work, when funding is unavailable.

**Shutdown status is recorded at 10:00 AM ET each day. Partial shutdowns are included. A shutdown lasting ""at least X days"" requires the shutdown to be in effect at 10:00 AM ET on X+1 consecutive days.** For example, if a shutdown is first in effect at 10:00 AM ET on October 1, 2026, and remains in effect at 10:00 AM ET on October 2, 2026, the shutdown has lasted at least 1 day.

Examples that would count toward the shutdown day count:

- OMB releases a formal directive that orders heads of the affected agencies to ""execute plans for an orderly shutdown,"" which is in effect as of 10:00 AM ET on the relevant date
- OPM posts a current operating status that indicates that ""due to a partial lapse in appropriations, Federal Government operations vary by agency""
- During an ongoing shutdown, OPM posts a status referencing an Executive Order excusing employees for a holiday, but does not indicate the government has resumed normal operations

Examples that would NOT count toward the shutdown day count:

- A technical lapse in appropriations occurs, but OMB directs agencies to continue standard operations
- Government closures or operating status changes resulting exclusively from Federal holidays, inclement weather, or other emergencies, unless such closures coincide with a shutdown due to a lapse in appropriations","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/GOVTSHUTLENGTH.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/GOVTSHUTLENGTH.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-07T19:40:38.912793Z', 'product_metadata': {'important_info': None}, 'settlement_sources': [{'name': 'Office of Management and Budget', 'url': 'https://www.whitehouse.gov/omb/'}, {'name': 'United States Office of Personnel Management', 'url': 'https://www.opm.gov/policy-data-oversight/snow-dismissal-procedures/current-status/'}], 'tags': ['Congress'], 'ticker': 'KXGOVTSHUTLENGTH', 'title': 'How long will the next government shutdown last?'}}"
kalshi,KXGOVTSHUTLENGTH,How long will the next government shutdown last?,KXGOVTSHUTLENGTH-26FEB07-G40,"Will the US government be shut down for at least 40 days between Feb 7, 2026 and Dec 31, 2026?",active,2027-01-01T15:00:00Z,"If the duration of the first US federal government shutdown between Feb 7, 2026 and Dec 31, 2026 due to a lapse of appropriations is at least 40 days, then the market resolves to Yes.
A shutdown is defined as the government's orderly suspension of agency work that is not legally excepted, typically accompanied by furloughing the employees who perform that work, when funding is unavailable.

**Shutdown status is recorded at 10:00 AM ET each day. Partial shutdowns are included. A shutdown lasting ""at least X days"" requires the shutdown to be in effect at 10:00 AM ET on X+1 consecutive days.** For example, if a shutdown is first in effect at 10:00 AM ET on October 1, 2026, and remains in effect at 10:00 AM ET on October 2, 2026, the shutdown has lasted at least 1 day.

Examples that would count toward the shutdown day count:

- OMB releases a formal directive that orders heads of the affected agencies to ""execute plans for an orderly shutdown,"" which is in effect as of 10:00 AM ET on the relevant date
- OPM posts a current operating status that indicates that ""due to a partial lapse in appropriations, Federal Government operations vary by agency""
- During an ongoing shutdown, OPM posts a status referencing an Executive Order excusing employees for a holiday, but does not indicate the government has resumed normal operations

Examples that would NOT count toward the shutdown day count:

- A technical lapse in appropriations occurs, but OMB directs agencies to continue standard operations
- Government closures or operating status changes resulting exclusively from Federal holidays, inclement weather, or other emergencies, unless such closures coincide with a shutdown due to a lapse in appropriations","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/GOVTSHUTLENGTH.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/GOVTSHUTLENGTH.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-07T19:40:38.912793Z', 'product_metadata': {'important_info': None}, 'settlement_sources': [{'name': 'Office of Management and Budget', 'url': 'https://www.whitehouse.gov/omb/'}, {'name': 'United States Office of Personnel Management', 'url': 'https://www.opm.gov/policy-data-oversight/snow-dismissal-procedures/current-status/'}], 'tags': ['Congress'], 'ticker': 'KXGOVTSHUTLENGTH', 'title': 'How long will the next government shutdown last?'}}"
kalshi,KXGOVTSHUTLENGTH,How long will the next government shutdown last?,KXGOVTSHUTLENGTH-26FEB07-G35,"Will the US government be shut down for at least 35 days between Feb 7, 2026 and Dec 31, 2026?",finalized,2026-03-21T18:31:09Z,"If the duration of the first US federal government shutdown between Feb 7, 2026 and Dec 31, 2026 due to a lapse of appropriations is at least 35 days, then the market resolves to Yes.
A shutdown is defined as the government's orderly suspension of agency work that is not legally excepted, typically accompanied by furloughing the employees who perform that work, when funding is unavailable.

Shutdown status is recorded at 10:00 AM ET each day. Partial shutdowns are included. A shutdown lasting ""at least X days"" requires the shutdown to be in effect at 10:00 AM ET on X+1 consecutive days. For example, if a shutdown is first in effect at 10:00 AM ET on October 1, 2026, and remains in effect at 10:00 AM ET on October 2, 2026, the shutdown has lasted at least 1 day.

Examples that would count toward the shutdown day count:

OMB releases a formal directive that orders heads of the affected agencies to ""execute plans for an orderly shutdown,"" which is in effect as of 10:00 AM ET on the relevant date
OPM posts a current operating status that indicates that ""due to a partial lapse in appropriations, Federal Government operations vary by agency""
During an ongoing shutdown, OPM posts a status referencing an Executive Order excusing employees for a holiday, but does not indicate the government has resumed normal operations

Examples that would NOT count toward the shutdown day count:

A technical lapse in appropriations occurs, but OMB directs agencies to continue standard operations
Government closures or operating status changes resulting exclusively from Federal holidays, inclement weather, or other emergencies, unless such closures coincide with a shutdown due to a lapse in appropriations","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/GOVTSHUTLENGTH.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/GOVTSHUTLENGTH.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-07T19:40:38.912793Z', 'product_metadata': {'important_info': None}, 'settlement_sources': [{'name': 'Office of Management and Budget', 'url': 'https://www.whitehouse.gov/omb/'}, {'name': 'United States Office of Personnel Management', 'url': 'https://www.opm.gov/policy-data-oversight/snow-dismissal-procedures/current-status/'}], 'tags': ['Congress'], 'ticker': 'KXGOVTSHUTLENGTH', 'title': 'How long will the next government shutdown last?'}}"
